temperature_c,rain_probability,wind_speed_kph,month,is_good_day
32.5,0.5,14.5,6,0
24.7,0.2,18.4,6,1
32.4,0.42,14.3,8,0
30.5,0.24,5.2,6,1
15.4,0.03,9.4,2,1
21.8,0.22,8.1,1,1
30.1,0.49,1.6,8,0
37.0,0.79,4.5,7,0
36.9,0.79,15.5,7,0
33.1,0.01,11.1,5,1
31.2,0.55,22.3,8,1
23.9,0.14,19.6,4,1
25.5,0.49,11.1,8,0
13.9,0.11,12.5,10,1
36.2,0.19,26.5,5,0
26.4,0.69,14.0,8,0
28.4,0.25,13.2,7,1
24.8,0.68,12.1,9,0
32.5,0.19,7.0,6,1
38.9,0.26,23.8,6,0
-0.2,0.21,16.9,1,0
29.8,0.48,8.1,5,0
24.2,0.27,9.6,12,1
17.4,0.03,14.6,1,1
33.8,0.15,10.0,5,1
39.3,0.42,9.1,7,0
26.0,0.79,7.3,9,0
19.8,0.56,18.7,9,1
5.0,0.19,23.0,12,0
30.2,0.12,22.7,5,1
27.7,0.04,20.9,5,1
19.6,0.2,9.8,10,1
12.6,0.1,9.3,11,1
29.7,0.7,9.9,9,0
31.4,0.33,24.4,3,1
11.2,0.38,21.3,10,1
16.8,0.07,1.4,10,1
23.9,0.28,12.4,4,1
28.9,0.16,18.3,5,0
25.4,0.57,9.7,9,0
14.7,0.19,8.8,10,1
10.3,0.08,13.6,1,1
17.1,0.04,5.2,4,0
28.7,0.13,7.3,4,1
13.0,0.17,0.0,1,1
21.4,0.23,6.0,12,1
43.2,0.83,12.5,6,0
14.1,0.15,19.0,2,1
26.3,0.41,12.0,8,0
25.8,0.35,11.2,4,0
13.2,0.4,17.6,11,0
17.5,0.03,14.8,10,1
25.8,0.07,15.8,3,1
22.7,0.03,10.0,12,1
34.0,0.03,6.1,4,0
13.2,0.17,13.1,10,1
24.8,0.11,7.0,4,1
28.8,0.11,20.3,4,1
35.5,0.66,11.8,8,0
9.7,0.09,14.7,1,0
28.5,0.23,13.3,4,1
25.6,0.15,21.7,4,1
24.8,0.19,16.4,8,1
28.0,0.25,18.5,5,1
16.8,0.81,7.7,9,0
16.9,0.04,3.3,11,1
30.0,0.56,14.9,6,0
27.6,0.57,20.9,8,0
18.0,0.17,12.5,2,1
5.9,0.2,12.8,12,0
16.2,0.76,16.4,8,1
24.6,0.29,1.2,3,1
24.1,0.33,15.8,4,1
34.2,0.67,13.3,6,0
20.2,0.94,10.0,9,0
36.8,0.28,11.5,5,0
10.2,0.46,17.0,11,0
36.9,0.05,19.4,5,0
16.2,0.38,14.1,1,1
7.1,0.34,11.3,12,0
11.3,0.12,2.1,2,1
19.6,0.2,12.1,2,1
12.4,0.06,8.7,11,1
6.4,0.25,9.4,1,0
14.8,0.4,19.3,12,0
36.3,0.51,11.5,6,0
28.6,0.19,13.0,5,1
21.3,0.58,20.3,9,0
31.5,0.64,9.4,6,0
25.0,0.57,8.8,9,0
18.4,0.05,10.9,11,1
16.2,0.31,7.1,12,1
15.8,0.12,13.1,12,0
9.6,0.03,15.9,2,0
24.9,0.17,15.2,3,1
29.0,0.79,19.0,7,0
22.2,0.38,14.5,3,1
19.3,0.03,6.2,2,1
17.2,0.54,7.7,9,0
32.4,0.76,14.5,6,0
16.4,0.43,3.2,11,0
27.7,0.88,6.3,7,0
28.2,0.41,21.2,9,0
20.9,0.08,13.6,12,1
15.8,0.26,8.4,10,1
30.4,0.13,10.3,5,1
35.1,0.24,4.7,4,1
29.3,0.3,16.0,5,0
26.8,0.33,23.8,6,0
21.8,0.12,16.0,11,1
13.6,0.19,15.2,1,1
21.5,0.07,12.9,9,1
5.3,0.35,19.4,12,1
24.8,0.22,15.6,4,1
9.0,0.26,3.9,11,0
8.0,0.14,16.2,12,0
6.3,0.19,14.3,11,0
4.8,0.37,13.1,2,0
19.6,0.1,8.5,4,1
16.0,0.06,4.1,12,1
9.6,0.15,15.3,11,0
24.8,0.62,7.7,6,0
24.2,0.62,12.7,10,0
26.4,0.22,18.5,5,1
19.6,0.31,10.0,1,1
10.5,0.1,18.3,1,1
27.6,0.2,16.7,4,1
18.8,0.09,13.1,3,1
14.1,0.34,9.6,2,1
31.8,0.75,4.4,8,0
25.2,0.42,1.3,5,0
24.2,0.64,7.2,8,0
26.8,0.32,17.8,5,1
12.5,0.64,14.6,1,0
29.4,0.66,22.3,6,0
24.5,0.66,14.0,6,0
31.0,0.37,3.6,6,1
12.2,0.29,12.8,1,1
20.8,0.13,14.3,10,1
26.6,0.76,13.6,7,0
19.8,0.12,11.4,10,0
13.2,0.31,18.7,11,1
25.6,0.11,18.9,9,1
21.8,0.08,17.6,3,1
19.6,0.4,11.0,4,1
13.3,0.12,2.7,1,1
28.6,0.22,10.4,3,1
9.2,0.38,10.2,11,0
17.8,0.27,22.8,8,1
13.2,0.26,14.7,12,1
6.0,0.67,2.8,10,0
33.8,0.15,13.4,5,1
31.5,0.15,11.2,4,1
37.7,0.16,12.2,4,0
38.1,0.07,7.5,3,1
11.4,0.04,15.0,12,1
9.4,0.36,16.9,1,0
22.9,0.16,0.0,10,1
27.5,0.23,6.6,4,1
29.4,0.61,18.7,9,0
20.0,0.16,10.1,8,1
29.4,0.67,6.3,9,0
20.9,0.09,15.4,11,1
3.1,0.29,15.7,1,0
24.8,0.19,0.0,7,1
20.6,0.7,12.8,9,1
9.1,0.28,3.3,12,0
33.1,0.08,5.3,4,1
21.6,0.17,10.9,4,1
27.8,0.19,9.3,10,1
12.5,0.24,6.6,11,1
33.5,0.53,17.2,5,0
15.3,0.18,6.1,11,1
16.9,0.26,12.1,5,1
14.1,0.45,10.9,11,0
27.3,0.47,4.9,2,0
36.9,0.24,10.9,5,0
17.0,0.47,15.8,12,0
27.6,0.04,12.1,2,1
11.5,0.08,11.7,10,1
18.1,0.47,11.9,9,0
16.9,0.2,8.5,11,1
17.3,0.08,15.7,2,1
28.7,0.53,16.8,7,0
27.2,0.08,7.5,10,1
9.9,0.05,11.0,10,0
16.5,0.13,25.6,3,1
17.9,0.47,7.3,9,0
20.7,0.09,18.5,12,1
13.7,0.3,16.5,12,0
26.3,0.19,19.7,8,1
26.9,0.87,14.0,8,0
26.0,0.58,10.9,8,0
30.0,0.23,21.5,3,1
30.6,0.1,13.3,3,1
23.8,0.23,9.8,3,1
27.4,0.89,24.2,7,0
28.2,0.61,9.3,8,1
2.7,0.23,14.4,12,0
7.2,0.07,21.4,11,1
34.5,0.27,15.7,8,1
18.1,0.2,13.2,2,1
3.9,0.16,9.2,12,0
20.3,0.23,14.2,7,1
23.1,0.58,19.6,9,0
15.0,0.06,8.2,10,1
16.6,0.18,3.7,3,1
22.7,0.15,7.6,4,1
18.1,0.06,15.7,12,1
36.7,0.27,8.8,5,1
22.2,0.55,11.7,11,0
37.1,0.58,16.4,6,0
24.7,0.18,17.5,9,0
23.8,0.02,7.9,10,1
10.9,0.04,5.7,12,1
24.5,0.25,4.3,2,1
30.5,0.13,10.9,5,1
23.7,0.71,15.0,9,0
19.1,0.38,18.5,3,1
23.8,0.57,11.4,7,0
24.5,0.12,13.4,5,1
16.1,0.1,16.0,11,1
30.0,0.54,8.2,4,0
8.2,0.4,7.1,11,0
10.2,0.1,12.0,12,1
22.0,0.45,17.0,8,0
20.7,0.06,9.5,4,1
27.3,0.54,12.5,7,0
10.5,0.12,4.9,12,1
39.4,0.49,6.3,6,0
37.2,0.24,19.9,5,0
33.5,0.3,13.5,7,1
27.6,0.3,9.9,8,1
19.3,0.5,16.3,10,0
15.4,0.18,17.0,1,1
27.4,0.16,13.1,5,1
17.6,0.23,18.7,3,1
32.2,0.09,9.0,5,1
20.5,0.29,14.7,4,1
42.1,0.62,16.0,6,0
29.7,0.62,4.9,8,0
25.2,0.29,2.7,10,1
22.6,0.24,17.7,2,1
26.4,0.05,4.4,5,1
15.1,0.88,17.2,8,0
21.9,0.11,14.7,3,0
17.6,0.33,9.2,10,0
20.9,0.65,14.0,7,1
21.2,0.3,10.6,11,1
11.4,0.18,9.1,1,1
28.7,0.24,2.0,5,1
15.9,0.41,10.2,12,0
26.1,0.62,13.4,8,0
24.7,0.11,12.5,3,1
27.2,0.32,5.3,7,1
7.1,0.38,16.6,12,0
34.3,0.03,5.8,5,1
28.6,0.45,8.8,4,0
20.3,0.13,5.0,4,1
34.0,0.2,2.2,6,1
32.2,0.26,13.2,9,1
23.4,0.24,13.7,10,1
33.0,0.66,24.1,7,0
17.2,0.39,12.3,2,1
24.7,0.74,10.1,6,1
22.5,0.1,8.8,6,1
17.0,0.16,26.9,10,1
16.6,0.3,8.5,1,1
37.1,0.31,10.4,4,0
26.8,0.38,13.2,7,1
20.5,0.83,17.5,9,0
27.0,0.64,6.6,9,0
32.2,0.53,0.2,6,0
29.1,0.01,1.2,4,1
22.1,0.13,7.7,8,1
26.9,0.1,11.0,5,1
29.7,0.45,8.7,8,0
6.5,0.07,9.0,12,0
17.5,0.15,19.9,10,1
16.5,0.84,20.4,9,0
19.5,0.14,13.3,12,1
23.3,0.41,15.0,4,0
16.3,0.31,20.8,10,1
21.0,0.39,16.1,4,1
23.5,0.18,11.4,3,1
28.6,0.2,18.8,5,1
12.3,0.0,12.9,1,1
13.2,0.71,9.8,1,0
17.3,0.53,15.8,9,0
19.4,0.08,19.2,11,1
28.3,0.2,3.9,5,1
27.5,0.46,20.4,8,0
14.5,0.84,16.2,9,0
13.6,0.06,11.1,12,1
17.7,0.39,14.6,3,1
25.5,0.17,11.8,6,1
17.9,0.26,9.1,4,1
30.3,0.35,7.9,6,1
28.4,0.32,9.3,4,1
19.5,0.02,13.8,4,1
26.7,0.98,14.6,8,0
20.2,0.09,14.1,4,0
38.9,0.62,16.6,6,0
11.6,0.47,14.1,1,0
10.7,0.44,9.3,11,0
12.5,0.03,11.4,1,1
11.3,0.44,2.0,10,0
29.2,0.24,3.0,9,1
20.7,0.05,18.6,5,1
24.0,0.38,8.8,3,1
4.9,0.08,21.2,12,0
16.3,0.59,8.9,9,0
34.2,0.64,5.8,8,0
24.7,0.35,21.4,8,1
26.0,0.09,10.9,10,1
30.6,0.22,11.3,4,1
32.5,0.13,13.1,9,1
9.5,0.03,11.0,12,0
29.7,0.36,17.4,8,0
34.1,0.22,17.3,5,1
17.0,0.27,20.1,9,1
4.4,0.11,22.5,2,0
28.8,0.09,3.9,5,1
13.6,0.01,10.8,3,1
30.2,0.02,10.2,5,1
28.6,0.45,21.9,8,0
18.0,0.01,0.0,2,1
37.1,0.17,16.4,5,0
28.4,0.58,2.4,7,0
17.5,0.11,28.4,10,1
27.5,0.0,9.8,5,1
12.3,0.19,14.5,11,1
22.7,0.39,7.7,12,1
13.6,0.45,22.6,11,0
38.9,0.22,5.1,6,0
21.1,0.29,4.2,3,1
8.6,0.32,7.6,11,0
16.5,0.3,17.5,12,1
19.6,0.02,15.0,12,1
11.2,0.09,7.6,1,1
29.2,0.72,8.5,7,0
11.0,0.44,3.8,2,0
27.4,0.08,7.4,3,1
19.1,0.26,15.3,10,1
33.0,0.22,0.0,5,1
15.3,0.01,14.5,1,0
26.8,0.59,9.3,8,0
11.1,0.22,15.1,12,1
13.0,0.46,6.3,9,0
31.1,0.39,13.2,7,1
39.1,0.53,19.4,7,0
19.3,0.06,5.7,2,1
31.7,0.12,19.1,5,1
8.7,0.08,6.7,2,0
18.9,0.2,4.2,3,1
29.2,0.02,5.5,5,1
23.3,0.12,10.3,9,1
14.3,0.18,19.2,5,1
32.5,0.04,9.5,3,1
22.4,0.27,5.1,4,1
32.8,0.52,16.3,7,0
9.6,0.23,9.1,1,0
16.2,0.29,15.8,2,1
24.4,0.39,20.5,7,1
33.8,0.5,10.8,9,0
15.4,0.49,11.0,10,0
6.6,0.18,11.7,11,0
12.0,0.23,5.3,12,1
30.6,0.58,6.3,7,0
8.9,0.22,4.2,12,0
13.0,0.06,8.8,2,1
1.4,0.5,25.0,1,0
15.5,0.24,7.1,12,1
35.0,0.21,13.8,7,1
17.8,0.2,7.4,2,1
13.9,0.5,5.8,10,0
25.4,0.32,8.6,8,1
16.7,0.08,19.7,8,1
12.4,0.12,7.9,1,1
13.3,0.31,17.4,12,1
33.3,0.37,28.1,6,1
22.7,0.72,11.9,8,0
16.4,0.22,10.6,12,1
4.4,0.09,24.2,12,0
21.0,0.11,14.8,3,1
20.9,0.17,11.9,3,1
10.5,0.11,4.9,2,1
9.4,0.06,11.4,1,0
26.3,0.17,8.6,6,1
33.0,0.26,16.0,7,1
15.0,0.13,12.8,12,1
31.2,0.62,15.9,9,0
14.2,0.41,9.7,11,0
20.7,0.11,15.2,3,1
7.2,0.2,1.0,12,0
30.5,0.28,0.0,8,1
10.9,0.39,10.9,2,1
18.6,0.08,0.0,10,1
12.5,0.27,14.8,12,1
16.7,0.17,13.4,12,1
8.2,0.01,15.9,11,0
8.2,0.15,17.9,12,0
18.8,0.07,28.2,4,1
19.9,0.13,12.7,10,1
28.4,0.55,4.7,9,1
18.0,0.02,16.0,11,0
21.0,0.23,16.5,1,0
13.8,0.36,8.0,1,1
34.4,0.51,9.3,6,0
21.8,0.6,16.4,9,0
36.9,0.91,16.7,6,0
41.7,0.85,8.7,6,0
27.3,0.42,13.1,8,0
34.3,0.75,12.0,7,1
14.4,0.07,8.6,2,1
25.0,0.1,21.7,5,1
30.7,0.48,19.4,8,0
12.0,0.12,17.7,1,1
18.8,0.06,19.6,1,1
15.6,0.05,12.1,12,1
13.2,0.08,19.1,10,1
33.8,0.41,22.3,7,0
34.0,0.51,14.1,8,0
29.0,0.05,15.9,5,1
13.1,0.47,7.1,9,0
24.3,0.01,26.0,4,1
22.4,0.26,29.0,9,1
26.8,0.15,2.2,3,1
30.6,0.34,15.9,7,1
23.0,0.68,0.0,8,0
22.5,0.38,14.5,10,1
27.9,0.15,5.1,3,1
13.8,0.15,8.1,9,1
13.2,0.19,16.4,12,1
18.1,0.38,15.5,8,1
20.3,0.19,3.2,4,1
21.5,0.4,12.7,10,0
15.0,0.3,4.1,12,1
12.4,0.31,3.5,12,1
36.2,0.5,8.1,6,0
13.7,0.31,15.2,1,1
19.9,0.17,10.1,1,1
24.8,0.88,7.4,9,0
21.2,0.4,0.1,7,0
29.1,0.22,9.1,8,1
26.8,0.04,13.4,6,1
12.2,0.33,5.7,11,1
14.8,0.09,11.2,1,1
24.6,0.11,14.2,2,1
14.8,0.75,9.7,9,0
31.9,0.37,13.6,5,0
26.4,0.45,16.6,2,0
37.1,0.36,10.4,5,0
14.2,0.21,15.4,11,1
6.7,0.08,9.7,11,0
26.2,0.27,22.4,4,1
25.6,0.1,15.9,1,1
10.8,0.32,19.6,12,1
26.2,0.15,8.0,8,0
6.9,0.4,17.5,1,0
32.2,0.55,8.8,7,0
40.1,0.31,13.1,6,0
8.3,0.37,12.4,1,0
8.5,0.34,16.5,10,0
27.1,0.35,10.5,5,1
29.3,0.75,7.7,6,0
32.3,0.15,2.3,5,1
22.1,0.13,24.8,4,1
22.5,0.46,11.4,5,0
26.9,0.46,7.1,4,0
33.7,0.27,16.1,6,1
32.8,0.79,1.5,6,0
14.4,0.69,2.7,8,0
14.0,0.07,1.5,11,1
10.6,0.22,12.5,10,1
42.2,0.61,1.7,8,1
2.5,0.26,25.8,12,0
28.4,0.21,25.5,6,1
21.9,0.11,4.0,4,1
36.8,0.43,5.1,5,0
34.2,0.27,17.6,6,1
14.8,0.23,13.1,10,1
9.8,0.29,18.2,1,1
31.4,0.78,1.6,6,0
25.8,0.13,11.6,5,1
23.1,0.4,14.5,4,1
24.5,0.16,9.1,4,1
12.9,0.08,14.7,11,1
29.6,0.66,5.1,8,0
9.9,0.79,11.1,9,0
7.2,0.03,9.1,1,0
14.3,0.22,11.7,12,1
14.2,0.38,20.3,12,1
18.4,0.22,15.2,11,1
11.0,0.17,0.0,1,1
5.1,0.34,18.1,12,0
28.9,0.13,3.6,4,1
23.5,0.48,8.4,7,0
14.5,0.09,20.2,10,1
12.4,0.47,9.5,4,0
14.1,0.44,15.4,11,0
20.7,0.26,7.2,3,1
25.3,0.79,16.8,9,0
14.9,0.34,18.8,3,1
17.8,0.33,11.8,3,1
19.2,0.26,7.5,11,1
26.2,0.22,8.6,3,1
12.9,0.06,3.6,11,1
27.2,0.04,7.2,5,1
10.7,0.32,18.2,11,1
12.5,0.09,22.1,3,1
25.0,0.26,8.3,2,1
20.2,0.18,2.6,2,0
36.5,0.28,13.0,4,0
17.9,0.23,9.0,11,1
27.3,0.82,3.3,8,0
10.1,0.31,8.8,12,1
28.0,0.84,0.0,9,0
35.0,0.22,5.9,6,1
16.4,0.39,8.0,1,1
13.6,0.15,15.7,10,1
15.6,0.37,16.3,9,1
31.9,0.37,8.9,6,1
18.5,0.47,14.8,1,0
32.2,0.64,13.8,7,0
14.9,0.17,13.7,1,1
21.4,0.05,18.8,3,1
15.5,0.22,9.0,11,1
29.8,0.47,8.2,5,0
15.6,0.15,8.7,12,1
24.5,0.82,13.8,9,0
31.4,0.87,16.0,7,0
24.8,0.33,22.3,6,1
34.1,0.39,13.5,8,1
26.4,0.39,16.4,4,1
25.9,0.22,6.5,5,1
10.6,0.28,7.7,11,1
24.2,0.72,18.3,8,0
20.1,0.62,15.1,9,0
34.9,0.39,16.1,6,1
8.2,0.32,19.7,1,0
18.0,0.47,18.6,9,0
23.1,0.29,20.4,9,1
30.7,0.18,16.1,6,1
12.4,0.52,18.5,10,0
21.5,0.5,13.2,1,0
24.4,0.01,7.5,3,1
17.6,0.3,13.0,1,0
28.9,0.24,0.0,3,0
20.7,0.55,15.0,9,0
23.2,0.23,9.3,9,1
28.6,0.29,0.2,6,1
32.9,0.39,9.7,5,1
15.6,0.24,4.8,12,1
36.9,0.07,18.0,5,0
34.4,0.88,18.0,7,0
14.3,0.01,13.1,10,1
18.7,0.25,6.4,10,1
31.0,0.84,9.4,8,0
16.4,0.08,6.1,9,1
9.7,0.06,13.5,2,0
30.8,0.62,10.0,7,0
13.0,0.07,18.5,1,1
24.8,0.79,9.1,9,0
35.3,0.5,21.0,7,0
36.7,0.32,4.8,6,0
34.2,0.12,23.0,4,1
20.8,0.02,4.6,10,1
8.7,0.07,8.9,11,0
20.7,0.22,13.4,4,1
29.9,0.91,5.6,7,0
14.5,0.44,8.5,11,0
9.1,0.47,6.5,1,0
12.2,0.11,9.2,11,1
29.4,0.16,13.8,3,1
27.2,0.6,16.2,3,0
35.3,0.23,7.9,6,1
7.8,0.25,8.9,11,0
12.3,0.37,21.5,1,1
28.3,0.56,10.6,5,0
23.4,0.43,12.8,6,0
27.5,0.37,10.8,9,1
13.0,0.27,12.4,10,1
15.1,0.21,4.7,2,1
28.1,0.21,10.0,9,1
25.2,0.25,20.3,3,1
17.0,0.09,10.1,11,1
41.9,0.13,3.5,6,0
17.2,0.19,10.6,2,1
27.5,0.45,12.4,5,0
12.4,0.02,10.6,1,1
31.7,0.07,22.0,3,1
28.0,0.5,11.2,9,0
8.3,0.49,6.1,11,0
25.8,0.03,21.9,10,1
16.7,0.19,13.3,1,1
24.7,0.12,17.9,4,1
38.4,0.19,19.0,5,0
13.5,0.06,20.5,1,1
24.4,0.06,7.5,2,1
22.1,0.06,13.9,3,1
19.3,0.16,13.6,3,1
14.2,0.14,12.8,10,1
19.1,0.02,6.8,10,1
19.4,0.05,9.6,3,1
18.5,0.16,16.5,2,1
10.9,0.31,19.3,2,0
25.1,0.6,13.3,8,0
41.2,0.75,12.1,6,0
35.1,0.28,11.8,6,1
17.7,0.09,9.0,3,1
34.2,0.43,6.9,6,0
24.3,0.2,4.1,3,1
6.4,0.14,11.1,11,0
21.8,0.23,3.6,11,1
27.4,0.26,4.8,3,1
24.4,0.14,19.0,1,1
5.3,0.27,8.6,12,0
21.1,0.04,20.5,2,1
22.6,0.61,15.3,8,0
23.1,0.33,10.5,4,1
27.9,0.57,9.5,7,0
18.8,0.23,13.8,1,1
20.8,0.29,10.2,10,1
5.7,0.59,10.1,1,0
2.2,0.49,14.8,12,0
9.1,0.24,10.2,11,0
2.9,0.37,10.2,12,0
21.2,0.61,9.7,6,0
36.3,0.47,10.7,5,0
19.5,0.16,14.7,3,0
8.9,0.01,17.4,10,0
19.2,0.23,14.0,9,1
28.7,0.19,18.2,5,1
34.1,0.07,8.3,4,1
30.8,0.19,20.1,6,1
8.8,0.07,5.4,3,0
15.8,0.21,0.0,1,1
25.4,0.93,22.6,8,0
15.3,0.17,2.4,10,1
22.2,0.67,10.7,9,0
16.9,0.04,6.6,10,1
19.7,0.09,18.5,2,1
15.5,0.31,15.2,12,1
22.5,0.4,9.0,9,0
17.3,0.06,8.3,3,1
9.5,0.38,14.7,11,0
27.9,0.12,3.7,3,1
26.3,0.46,6.4,7,0
32.4,0.15,2.1,4,1
37.3,0.45,6.8,6,0
7.2,0.05,6.9,2,0
6.6,0.33,8.9,11,0
28.7,0.15,15.0,4,1
20.9,0.64,20.3,10,0
25.5,0.46,6.8,9,0
8.4,0.47,15.5,11,0
22.8,0.4,13.9,2,0
15.8,0.02,22.2,3,1
15.9,0.15,28.6,11,1
25.3,0.22,5.4,5,1
24.5,0.32,16.9,3,1
30.3,0.48,14.9,7,0
33.9,0.36,16.4,6,1
28.5,0.13,6.7,3,1
23.4,0.15,18.5,2,1
28.3,0.25,8.6,3,1
26.2,0.9,20.9,7,0
27.0,0.62,15.2,9,1
15.7,0.47,8.1,12,0
37.7,0.54,17.1,6,0
25.3,0.58,16.6,8,0
15.6,0.09,15.4,11,0
13.3,0.18,16.8,11,1
8.3,0.02,18.2,2,0
27.0,0.55,11.7,9,0
16.9,0.09,9.0,10,1
35.3,0.08,14.6,6,0
32.5,0.48,12.4,8,0
6.7,0.53,10.6,11,0
21.3,0.21,19.0,5,1
12.8,0.27,7.1,3,1
21.7,0.41,9.9,4,0
28.6,0.33,13.2,7,1
21.6,0.35,3.9,9,1
29.1,0.4,22.9,5,1
26.3,0.46,17.6,8,0
7.0,0.26,13.7,1,0
19.9,0.32,7.6,10,1
12.0,0.29,5.4,12,1
34.6,0.27,9.8,6,1
42.3,0.62,23.5,7,0
14.7,0.08,12.2,11,1
30.2,0.06,8.4,5,1
19.9,0.35,16.8,11,0
17.9,0.86,5.3,8,0
27.7,0.38,14.6,8,1
17.5,0.42,8.1,12,0
30.0,0.63,18.3,7,0
7.8,0.07,19.6,12,0
3.8,0.35,1.6,12,0
7.7,0.14,4.0,12,0
33.4,0.42,5.5,8,0
14.6,0.36,12.0,11,1
11.4,0.23,6.1,11,1
34.1,0.73,10.3,6,0
33.3,0.27,0.0,8,1
10.4,0.17,10.3,12,1
31.0,0.79,3.3,8,0
19.3,0.1,12.1,1,1
22.6,0.41,13.0,3,1
16.0,0.34,14.8,2,1
38.9,0.36,3.5,5,1
12.3,0.01,18.5,1,1
22.8,0.58,18.6,8,0
29.4,0.09,18.5,5,1
43.6,0.46,1.2,6,0
19.0,0.22,12.6,4,1
16.6,0.1,13.6,2,1
25.4,0.21,16.1,1,1
27.8,0.27,17.2,5,1
20.8,0.29,11.9,2,1
22.0,0.54,14.5,9,0
14.6,0.18,8.4,9,1
28.5,0.13,15.8,3,1
14.5,0.17,7.1,11,1
20.8,0.01,4.4,10,1
20.7,0.78,11.1,9,0
25.9,0.13,17.0,3,1
20.5,0.8,7.5,9,0
16.8,0.11,10.7,12,1
6.3,0.37,5.3,12,0
13.2,0.27,9.9,1,1
20.9,0.1,16.1,4,1
29.9,0.39,8.6,3,1
18.8,0.08,17.9,10,1
7.8,0.02,0.0,2,0
29.7,0.31,19.1,7,1
12.3,0.44,24.9,10,0
24.1,0.25,21.7,4,1
8.7,0.17,16.4,12,0
14.0,0.28,14.3,3,1
9.4,0.28,11.8,1,0
30.8,0.29,24.5,5,1
24.8,0.53,1.7,7,0
13.4,0.23,10.4,12,1
30.7,0.21,9.4,3,1
11.3,0.08,0.0,12,1
32.6,0.61,11.7,6,0
15.0,0.13,0.9,10,1
12.1,0.08,12.8,1,1
25.1,0.33,11.5,7,1
13.7,0.72,8.7,9,0
31.6,0.01,21.0,4,1
23.5,0.13,14.5,3,1
28.2,0.2,3.0,10,0
17.2,0.52,10.5,10,0
7.3,0.03,7.3,12,1
19.7,0.29,18.4,3,1
16.4,0.01,7.5,2,1
27.0,0.76,16.9,9,1
24.7,0.38,10.6,9,1
24.9,0.79,6.8,8,0
26.3,0.42,9.8,7,0
30.8,0.68,10.3,7,0
22.5,0.64,8.5,9,0
33.6,0.72,22.4,8,0
28.4,0.02,16.7,6,1
30.6,0.28,12.4,5,1
24.3,0.13,4.7,1,1
25.0,0.46,8.0,8,0
11.8,0.11,20.6,12,1
20.2,0.25,13.5,10,1
28.5,0.4,13.5,8,0
20.0,0.9,3.5,9,0
31.5,0.84,10.4,7,0
28.5,0.38,15.0,8,1
23.2,0.36,5.5,3,1
10.0,0.11,17.4,2,1
31.2,0.59,8.8,8,0
25.0,0.42,1.0,9,0
10.6,0.05,9.6,12,1
19.5,0.25,11.4,1,1
9.9,0.23,11.6,11,0
8.4,0.15,0.0,10,0
27.3,0.33,19.2,5,1
26.3,0.73,22.9,7,0
31.9,0.07,14.9,5,1
35.4,0.35,13.4,6,1
22.9,0.66,5.2,8,0
30.5,0.47,28.1,7,0
27.3,0.15,19.3,7,1
34.5,0.26,11.1,5,1
24.2,0.06,10.7,3,1
7.0,0.03,15.0,1,0
27.8,0.79,17.4,8,0
22.5,0.36,3.2,10,1
39.2,0.86,16.9,7,0
29.7,0.71,10.4,8,0
20.8,0.37,14.0,9,1
27.5,0.44,15.0,4,0
36.3,0.25,7.1,6,0
10.3,0.16,24.2,12,1
20.1,0.28,17.1,3,1
12.3,0.12,13.5,12,1
34.1,0.6,21.5,6,0
19.8,0.24,20.3,2,1
28.9,0.6,17.1,6,0
7.9,0.19,10.7,11,0
6.1,0.32,13.7,1,0
16.8,0.29,11.5,3,1
21.5,0.13,7.3,1,1
22.2,0.67,17.1,7,0
40.0,0.07,6.6,5,0
20.9,0.65,10.7,7,0
33.8,0.49,5.2,6,0
29.9,0.23,6.3,4,1
14.2,0.18,8.9,11,1
26.2,0.15,14.8,8,1
16.0,0.25,4.3,10,1
38.8,0.42,2.5,6,0
36.6,0.35,4.3,6,0
31.3,0.24,18.1,5,1
22.3,0.14,13.0,3,1
28.6,0.27,10.3,6,1
22.7,0.61,22.3,10,0
27.3,0.77,8.5,8,0
5.9,0.05,9.8,11,0
33.4,0.77,11.3,8,0
17.9,0.42,6.4,8,0
34.0,0.06,7.6,4,0
19.4,0.12,0.5,3,1
26.0,0.52,16.1,8,0
32.4,0.96,20.8,6,0
31.5,0.18,11.4,5,0
14.9,0.01,20.0,10,1
22.0,0.12,17.0,3,1
30.7,0.32,13.5,8,1
27.9,0.28,3.7,7,1
22.8,0.35,16.0,6,1
20.5,0.14,8.6,10,0
34.5,0.37,13.0,6,1
13.6,0.29,15.0,12,0
25.6,0.42,5.7,9,0
14.3,0.33,11.7,3,1
22.8,0.59,6.9,1,0
38.8,0.3,12.3,7,0
18.8,0.11,23.5,3,0
10.7,0.15,14.5,12,1
11.1,0.12,21.4,12,1
33.7,0.42,10.5,5,0
16.4,0.49,0.0,11,0
27.3,0.91,19.1,9,0
23.8,0.42,15.4,4,0
26.4,0.04,10.7,3,1
19.1,0.21,9.5,1,1
24.7,0.06,11.1,3,1
14.7,0.23,17.1,2,1
34.1,0.09,11.8,6,1
32.9,0.35,13.2,4,1
29.7,0.3,13.1,3,1
18.6,0.33,18.5,10,1
26.0,0.33,17.3,8,1
18.4,0.24,13.2,1,1
20.4,0.32,7.6,4,1
17.9,0.27,5.0,9,0
32.7,0.1,15.9,4,1
39.0,0.03,22.8,4,0
13.0,0.15,10.5,10,0
5.0,0.23,8.2,1,0
28.1,0.24,10.8,4,1
10.8,0.64,9.2,12,0
19.0,0.75,13.0,9,0
